name,lcd,pld,void_fraction,surface_area_m2g,elements,uptake_0.01,uptake_0.05,uptake_0.1,uptake_0.5,uptake_2.5
hMOF-5070952,6.25,5.25,0.31493,411.3,"O,Cu,C,N,H",0.134591,0.537925,0.832527,1.94967,3.07812
hMOF-5068723,10.75,9.25,0.732207,1799.6,"O,Cu,C,N,H,Br",0.0113472,0.0602048,0.122409,0.615277,3.06957
hMOF-5070876,8.75,7.75,0.691029,3757.9,"O,Cu,C,N,H",0.0153257,0.0810323,0.171225,0.846787,4.67133
hMOF-5077966,6.75,5.75,0.701855,3591.5,"O,Cu,C,N,H,F",0.029397,0.156577,0.283419,1.60956,9.8264
hMOF-5060146,4.75,3.25,0.461235,861.7,"O,Cu,C,N",0.0144048,0.0709162,0.134353,0.695172,2.66559
hMOF-5077260,5.25,3.75,0.32627,276.7,"O,Cu,C,N,H,Br",0.124643,0.430811,0.718322,1.17587,1.74305
hMOF-34318,7.25,5.25,0.726878,2223.2,"O,Cu,C,N,H,Br",0.0272082,0.139719,0.275271,1.36432,6.09924
hMOF-5082012,12.75,11.25,0.884469,5167.8,"O,Cu,C,N,H",0.0138612,0.0703153,0.137338,0.653258,3.54136
hMOF-5079285,5.25,4.25,0.581586,1468.1,"O,Cu,C,N,H",0.286986,1.15252,2.09513,4.8634,6.89628
hMOF-5063900,7.25,5.25,0.512442,1525.0,"O,Cu,C,N,H",0.0590435,0.343815,0.583168,2.10467,5.33511
hMOF-36783,7.25,6.25,0.639833,2060.2,"O,Cu,C,N,H,Cl",0.0464762,0.210096,0.454792,2.23672,6.65225
hMOF-5061915,11.25,10.25,0.8136,4361.6,"O,Cu,C,N,H",0.0196456,0.0975385,0.205991,1.04386,4.90691
hMOF-5061810,13.25,12.25,0.837741,4264.6,"O,Cu,C,N,H,Cl",0.00857523,0.0458536,0.0840848,0.415779,2.0658
hMOF-32071,6.75,5.75,0.500454,999.5,"O,Cu,C,N,H,Cl",0.14154,0.673879,1.16122,3.1179,4.62672
hMOF-5069198,5.75,4.75,0.394526,429.5,"O,Cu,C,N,H,Br",0.0306584,0.152756,0.267591,1.01447,2.03649
hMOF-3001692,17.25,15.25,0.832841,4085.1,"O,Cu,N,C,H",0.00631752,0.0314897,0.0638608,0.30804,1.39715
hMOF-1002629,3.75,2.75,0.230304,77.3,"V,O,C,H",1.05613,1.57001,1.58166,1.74995,1.74951
hMOF-1002019,11.75,10.75,0.657745,1852.1,"V,O,C,N,H",0.0424901,0.238814,0.492885,1.69255,4.59762
hMOF-6002801,4.75,3.25,0.353243,312.9,"V,O,C,H,Br",0.427344,1.11822,1.51443,2.34731,3.22913
hMOF-6004501,5.25,2.75,0.451388,867.3,"V,O,C,N,H",0.969674,1.93479,2.14251,3.66472,5.28317
hMOF-1001531,4.25,2.75,0.171727,42.0,"V,O,C,H",1.18336,1.34061,1.36935,1.37705,1.36884
hMOF-6005019,5.75,3.75,0.667429,2015.2,"V,O,C,N,H,Cl",0.725052,2.06254,3.0382,5.75203,8.34193
hMOF-6000306,9.25,8.25,0.745363,2986.7,"V,O,C,H,N",0.0104132,0.0673533,0.114545,0.644953,3.52741
hMOF-1001376,7.25,6.25,0.666666,2242.0,"V,O,C,H,Cl",0.0334431,0.17115,0.379513,1.82871,7.38371
hMOF-6005062,13.25,11.25,0.780268,3458.4,"V,O,C,N,H",0.0208935,0.0921489,0.170771,0.936284,4.47315
hMOF-6002480,10.25,9.75,0.688688,2777.1,"V,O,C,N,H",0.0153234,0.103559,0.164011,0.845313,3.85813
hMOF-1002456,3.75,3.25,0.289396,190.9,"V,O,C,H,F",0.0721869,0.299461,0.654018,1.79523,2.91094
hMOF-6004219,7.25,6.25,0.702855,1577.6,"V,O,C,N,H",0.255469,1.29826,2.12712,5.91693,9.08202
hMOF-6001591,8.75,8.25,0.70562,2260.7,"V,O,C,H",0.0371395,0.233641,0.449388,2.28695,8.4786
hMOF-6001729,4.25,3.25,0.241155,195.4,"V,O,C",0.00887335,0.0399301,0.0877252,0.372882,1.05956
hMOF-6000693,8.75,7.75,0.689227,2606.9,"V,O,C,H",0.0176114,0.0680333,0.147405,0.856206,4.42602
hMOF-6003872,14.25,13.25,0.770621,2512.9,"V,O,C,H",0.0236731,0.115571,0.209277,1.25944,4.82077
hMOF-6003653,8.25,7.25,0.696351,3362.1,"V,O,C,H",0.0165176,0.0923292,0.177458,0.886868,4.34117
hMOF-1000779,4.25,2.25,0.21462,83.7,"V,O,C,H",1.48262,1.57803,1.61179,1.61301,1.61402
hMOF-6000891,11.75,10.75,0.775154,2968.7,"V,O,C,H,Br",0.00809605,0.0401037,0.0809605,0.38541,2.11571
hMOF-6002269,7.25,6.25,0.52547,1736.5,"V,O,C,H,Cl",0.0292402,0.104224,0.251322,1.15185,4.39123
hMOF-6003927,8.25,7.75,0.702102,2478.1,"V,O,C,H",0.0203621,0.0846876,0.20848,1.0697,6.80509
hMOF-6001043,6.75,5.75,0.594186,2628.1,"V,O,C,H",0.0245827,0.118175,0.241977,0.916076,4.57623
hMOF-1001319,5.75,4.75,0.40058,1100.3,"V,O,C,H",0.0218275,0.118671,0.268202,1.20879,3.82031
hMOF-6003622,4.75,3.75,0.498901,764.2,"V,O,C,H,Br",0.124014,0.603946,1.11803,2.7746,4.23061
hMOF-6002307,4.25,3.75,0.190551,270.0,"V,O,C,H,F",0.664738,1.29301,1.59029,2.1421,2.54045
hMOF-6000717,11.75,10.75,0.756466,3343.9,"V,O,C,H",0.0117003,0.0514815,0.0999208,0.523239,3.16985
hMOF-6003510,5.25,3.75,0.468747,943.5,"V,O,C,H",1.22942,2.27998,3.03152,4.81915,6.19918
hMOF-6005072,6.75,5.25,0.704121,2632.5,"V,O,C,N,H",0.0631266,0.32144,0.612104,2.95244,8.98447
hMOF-1001990,6.25,5.25,0.407316,827.1,"V,O,C,N,H,Cl",0.0389789,0.196294,0.382251,1.37147,3.21091
hMOF-6004118,10.75,10.25,0.771506,2585.6,"V,O,C,H",0.0470762,0.212214,0.402001,1.91808,8.26354
hMOF-1001769,4.25,3.25,0.283329,79.5,"V,O,C,H,Cl",0.84114,1.01545,1.1459,1.50754,1.6698
hMOF-6004312,6.25,5.75,0.688725,2297.2,"V,O,C,N,H",0.0355955,0.169466,0.370658,1.87979,6.93262
hMOF-6004766,12.25,11.25,0.704717,0.0,"V,O,C,N,H",0.0205336,0.0914548,0.189172,0.936392,4.24391
hMOF-1000808,5.75,3.25,0.454349,962.2,"V,O,C,H",0.593872,1.27152,1.62326,3.13224,5.41567
hMOF-6002470,9.75,8.75,0.682096,2238.1,"V,O,C,N,H,Cl",0.0254917,0.142781,0.255188,1.25275,5.6079
hMOF-6004160,7.75,6.75,0.676007,2799.0,"V,O,C,H",0.452552,1.59324,2.06849,3.87997,8.02639
hMOF-6002416,4.25,2.25,0.226027,225.5,"V,O,C,H",0.169921,0.525348,0.857157,1.84742,2.6037
hMOF-6003860,10.75,9.75,0.712383,2092.2,"V,O,C,H,Br",0.106136,0.430913,0.691885,1.92072,4.37427
hMOF-1000038,11.75,10.75,0.770675,1689.7,"V,O,C,H,Cl",0.0524611,0.245208,0.480772,2.81434,9.08104
hMOF-6000956,11.75,11.25,0.782556,3432.8,"V,O,C,H",0.0127077,0.0535842,0.0946724,0.479928,2.74719
hMOF-1000737,5.75,4.75,0.589874,892.0,"V,O,C,N,H",0.653298,1.95959,2.69948,3.6885,4.42096
hMOF-6003933,7.75,6.75,0.688908,1992.0,"V,O,C,H",0.0747203,0.408854,0.755825,4.04371,9.84296
hMOF-6001488,6.75,5.75,0.493893,1593.5,"V,O,C,H",0.244119,0.994262,1.08475,2.11925,4.41971
hMOF-1000730,11.75,11.25,0.77264,2456.4,"V,O,C,N,H",0.0426077,0.203417,0.435698,1.84496,6.72789
hMOF-1000976,5.25,3.75,0.509348,703.7,"V,O,C,H",0.376042,1.72261,2.55124,4.99361,6.12192
hMOF-6004909,14.75,13.75,0.826044,2892.9,"V,O,C,N,H",0.0214088,0.122074,0.215994,1.12667,5.21575
hMOF-6003587,7.75,6.75,0.687716,3284.3,"V,O,C,H",0.0109168,0.0687526,0.132395,0.672196,3.96628
hMOF-6000406,6.75,6.25,0.611201,1847.5,"V,O,C,H",0.0277102,0.126392,0.288695,1.43754,6.16155
hMOF-6000101,6.75,5.25,0.647557,3495.3,"V,O,C,H",0.0606009,0.268107,0.527772,2.00339,5.55033
hMOF-1000723,11.25,10.75,0.734792,3396.1,"V,O,C,N,H",0.172617,0.710498,1.10971,3.03752,6.81203
hMOF-6002062,7.75,7.25,0.531473,1369.4,"V,O,C,H,N",0.0238757,0.0948058,0.181943,1.00801,4.10575
hMOF-6001247,10.75,9.75,0.749873,2810.3,"V,O,C,H",0.00966494,0.066306,0.135983,0.668229,3.87204
hMOF-6005074,7.25,4.75,0.71422,2238.5,"V,O,C,N,H",0.274697,1.36494,2.1455,5.33173,8.63402
hMOF-6002227,3.75,3.25,0.282135,191.1,"V,O,C,H,Cl",0.696558,1.10628,1.53167,1.88994,2.69117
hMOF-6003586,7.75,5.25,0.670611,3446.0,"V,O,C,H",0.0219998,0.100099,0.209658,0.99021,4.87449
hMOF-6004803,10.75,9.75,0.69774,3467.0,"V,O,C,N,H",0.0691859,0.350192,0.641199,2.57414,6.18131
hMOF-1000057,11.75,10.75,0.67664,2985.7,"V,O,C,H,N",0.0852047,0.345247,0.627697,2.03901,4.81722
hMOF-6001136,4.25,3.25,0.308587,234.3,"V,O,C,H,F",0.0311084,0.171166,0.321592,1.32481,2.60094
hMOF-6004585,5.75,3.75,0.554503,882.2,"V,O,C,N,H",0.397717,1.64768,2.29806,4.14597,5.09706
hMOF-1000061,7.75,6.75,0.677551,2154.8,"V,O,C,H",0.0295651,0.132867,0.286676,1.50448,7.25172
hMOF-1001132,5.25,3.25,0.345547,830.5,"V,O,C,H",0.36103,1.35861,1.82066,3.12785,4.74215
hMOF-6002411,5.75,4.75,0.510679,1440.2,"V,O,C,H",0.0689945,0.30079,0.585256,2.4505,5.70216
hMOF-6004335,12.25,11.25,0.772286,3108.4,"V,O,C,N,H,Cl",0.0316466,0.15451,0.33365,1.43026,6.00111
hMOF-6003030,3.75,3.25,0.269611,126.5,"V,O,C,H",1.44746,1.39278,1.49405,1.5879,2.25339
hMOF-6004314,7.25,5.75,0.704068,2663.7,"V,O,C,N,H",0.0262976,0.136596,0.318832,1.46147,6.29556
hMOF-6005040,5.25,3.75,0.641531,2094.6,"V,O,C,N,H",1.14962,3.42035,4.30659,7.47664,9.95104
hMOF-6003723,5.25,2.75,0.40351,1057.3,"V,O,C,H,N",0.0116402,0.0698414,0.135232,0.645862,2.88233
hMOF-1001456,8.25,7.75,0.697095,2739.8,"V,O,C,H",0.012746,0.0799749,0.150953,0.743767,4.39737
hMOF-6003590,7.75,4.75,0.616491,2946.2,"V,O,C,H",0.0104478,0.0603881,0.130597,0.655493,3.59905
hMOF-1000569,10.75,9.25,0.746302,2939.8,"V,O,C,H",0.191903,0.745236,1.27293,3.97233,8.51583
hMOF-6001139,9.25,8.25,0.696109,3068.1,"V,O,C,H,Cl",0.0104056,0.036553,0.087247,0.450376,2.52669
hMOF-6001491,7.25,6.25,0.505004,1576.6,"V,O,C,H,N",0.135206,0.518646,0.773491,1.988,4.70258
hMOF-6004365,12.25,11.75,0.7532,3432.1,"V,O,C,N,H",0.109657,0.436603,0.82414,2.74002,6.81571
hMOF-6000936,8.75,7.25,0.723509,4340.7,"V,O,C,H,Cl",0.0423267,0.185557,0.403616,1.62599,5.14572
hMOF-1000757,13.75,13.25,0.780431,2110.3,"V,O,C,N,H",0.0248427,0.128797,0.230682,1.22365,5.26798
hMOF-1001827,4.25,2.25,0.393978,132.2,"V,O,C,H",0.271048,1.20463,1.73142,2.31163,2.77651
hMOF-1002281,8.75,7.75,0.741562,2310.2,"V,O,C,H",0.0716351,0.259821,0.640126,2.83295,9.37075
hMOF-6005042,12.25,11.25,0.737338,3420.3,"V,O,C,N,H",0.0231664,0.118264,0.233825,1.07106,4.97301
hMOF-6001984,5.75,5.25,0.448778,694.1,"V,O,C,H",0.468085,1.74609,2.43933,3.59852,4.23661
hMOF-1002341,10.25,9.25,0.748492,1835.6,"V,O,C,H,Br",0.0232154,0.10541,0.209252,0.969398,4.93609
hMOF-6000602,6.25,4.25,0.694817,2675.6,"V,O,C,H",0.741645,1.83231,2.7783,5.55529,10.1837
hMOF-1002695,4.25,2.75,0.294363,158.4,"V,O,C,H",1.35383,1.74983,1.90923,2.04083,2.48506
hMOF-6002016,6.75,5.75,0.428378,1239.1,"V,O,C,H,N",0.0313376,0.151669,0.291942,1.25798,3.52894
hMOF-6003305,12.25,11.25,0.762607,3411.7,"V,O,C,H",0.0178766,0.0777927,0.161086,0.837844,3.90771
hMOF-1003158,4.25,3.25,0.433488,383.2,"V,O,C,H",2.34073,3.06758,3.74946,4.17809,4.77486
hMOF-1000087,13.25,12.25,0.763962,2824.5,"V,O,C,H",0.0425342,0.206981,0.383377,1.90892,6.26604
hMOF-1002921,9.75,8.75,0.723014,3227.8,"V,O,C,H,F",0.1978,0.843983,1.49017,3.54018,8.11007
hMOF-6003573,6.75,5.75,0.593444,2010.1,"V,O,C,H,Br",0.0103867,0.0513796,0.100682,0.531245,2.53782
hMOF-1002950,6.75,3.75,0.66238,3034.8,"V,O,C,H",0.722332,2.73522,3.50051,6.56821,10.1635
hMOF-1002832,11.75,10.75,0.699697,2735.9,"V,O,C,H",0.0183095,0.0918052,0.184062,0.852873,3.42639
hMOF-6003204,3.75,2.75,0.123659,20.1,"V,O,C,H,N",0.0337153,0.11214,0.18012,0.696111,1.20532
hMOF-6002355,9.25,8.25,0.690701,1825.2,"V,O,C,H,Cl",0.0394534,0.220427,0.389013,1.80651,6.98877
hMOF-6002306,4.25,3.75,0.174771,246.4,"V,O,C,H,F",0.695604,1.68343,2.00465,2.25148,2.68161
hMOF-6002865,8.25,7.25,0.623426,1620.2,"V,O,C,H,Cl",0.0384629,0.213354,0.377232,1.95306,5.44315
hMOF-6000915,4.75,3.25,0.357247,544.3,"V,O,C,H,N",0.0989455,0.425681,0.761988,2.20283,4.12689
hMOF-6001897,10.75,10.25,0.728998,3058.6,"V,O,C,H,N",0.00695686,0.0350327,0.0874576,0.403995,2.18992
hMOF-6004356,14.25,13.25,0.764883,2480.8,"V,O,C,N,H,F",0.0271084,0.144675,0.221071,1.17305,4.47607
hMOF-1002978,7.75,6.75,0.705086,3244.8,"V,O,C,H,F",0.168558,0.762255,1.34635,3.51174,8.35275
hMOF-1002959,4.25,2.75,0.38907,238.1,"V,O,C,H",2.18934,2.73256,2.73685,2.92679,3.18827
hMOF-6000651,4.75,3.25,0.576363,1765.2,"V,O,C,H",0.584284,1.8915,2.68636,4.43053,7.52415
hMOF-1000100,5.75,4.75,0.469276,672.1,"V,O,C,H,Br",0.0982884,0.476996,0.804011,2.24477,2.98533
hMOF-6000362,6.75,6.25,0.622373,2363.0,"V,O,C,H",0.0126954,0.0537114,0.125327,0.600591,3.40465
hMOF-1001413,8.75,7.75,0.599116,2035.0,"V,O,C,H",0.010566,0.0603769,0.125886,0.662636,3.8768
hMOF-6004345,11.25,10.25,0.751139,3743.6,"V,O,C,N,H",0.0267526,0.129848,0.266384,1.24481,5.20208
hMOF-6003055,4.25,2.75,0.238542,125.9,"V,O,C,H",0.167314,0.587076,0.873816,1.49439,2.38063
hMOF-1003120,5.75,3.75,0.403016,624.1,"V,O,C,H",1.09092,2.16672,2.7416,3.79787,4.84728
hMOF-6001581,11.25,10.75,0.766102,3537.3,"V,O,C,H",0.00811791,0.0482155,0.0779811,0.427543,2.50524
hMOF-6004003,6.75,6.25,0.573912,1655.6,"V,O,C,H,F",0.451405,1.37202,2.06151,4.45044,7.65284
hMOF-6001530,7.25,6.25,0.679144,2853.6,"V,O,C,H",0.0134798,0.0533064,0.111821,0.524793,2.93645
hMOF-6003711,5.25,3.25,0.383037,430.9,"V,O,C,H",0.448782,1.2322,1.98968,3.32881,4.61179
hMOF-6003759,7.75,7.25,0.630627,1025.0,"V,O,C,H,Br",0.104779,0.443583,0.791381,2.47443,5.03575
hMOF-1002855,7.75,7.25,0.783404,941.6,"V,O,C,H,Br",0.0888314,0.508313,1.04882,4.03891,5.93028
hMOF-1000114,4.75,3.25,0.393071,400.2,"V,O,C,H",1.20445,1.92426,2.14351,3.03621,3.96358
hMOF-6001917,4.75,3.75,0.487074,1185.8,"V,O,C,H",0.0424833,0.192545,0.401262,1.64136,4.62644
hMOF-6005011,14.25,13.75,0.805179,4149.3,"V,O,C,N,H,F",0.166076,0.750333,1.45291,4.55647,9.56856
hMOF-6000107,8.25,7.25,0.698151,2682.4,"V,O,C,H,N",0.0156627,0.0738385,0.160242,0.851982,4.95096
hMOF-1001583,5.75,3.75,0.463804,1470.9,"V,O,C,H,N",0.0503329,0.222729,0.417253,1.75314,4.66102
hMOF-6002847,7.25,6.75,0.570163,1659.2,"V,O,C,H",0.018941,0.106996,0.202104,1.17998,6.0194
hMOF-1001153,7.75,6.75,0.581167,1004.9,"V,O,C,H,Br",0.03118,0.150247,0.31437,1.50641,4.35013
hMOF-6005164,13.75,13.25,0.732367,2693.7,"V,O,C,N,H",0.014385,0.066848,0.130452,0.686673,2.965
hMOF-6003802,13.25,12.25,0.723843,2430.2,"V,O,C,H,N",0.0182792,0.106454,0.210876,1.01026,4.44857
hMOF-6002394,5.75,4.25,0.457342,1044.0,"V,O,C,H",0.493899,1.52391,2.14911,3.6514,5.5853
hMOF-6001789,4.75,3.25,0.453529,866.7,"V,O,C,H",0.962796,1.74922,2.13166,3.3199,4.66242
hMOF-1000123,7.25,5.75,0.549165,1247.9,"V,O,C,H",0.0859908,0.478471,0.811934,3.70973,6.56698
hMOF-1000125,7.25,6.25,0.557317,1259.4,"V,O,C,H",0.098753,0.39728,0.823349,3.49788,6.38196
hMOF-1003140,4.75,3.25,0.474942,915.2,"V,O,C,H,N",0.640717,1.96042,2.6094,4.12939,5.56137
hMOF-1000881,5.25,4.25,0.436374,741.2,"V,O,C,H",0.21504,0.954378,1.86036,4.07197,5.23594
hMOF-6002281,8.25,7.25,0.556084,2064.1,"V,O,C,H,N",0.00840408,0.053963,0.0999643,0.591161,3.24574
hMOF-1002012,5.25,4.25,0.390432,633.0,"V,O,C,N,H",0.108455,0.49756,0.79692,2.05853,2.96337
hMOF-6004060,12.75,11.25,0.722994,2770.8,"V,O,C,H,F",0.0276615,0.134492,0.312782,1.33841,6.68217
hMOF-6002639,7.25,5.75,0.640464,3069.4,"V,O,C,H",0.0117809,0.0629018,0.11844,0.584208,3.51577
hMOF-1002465,6.75,5.75,0.454547,1004.1,"V,O,C,H,N",0.167413,0.557905,0.87265,1.97389,3.89847
hMOF-6001954,11.25,10.25,0.727381,3039.9,"V,O,C,H,N",0.00996932,0.0364731,0.0860766,0.385399,2.34644
hMOF-6003467,4.75,3.75,0.312606,664.6,"V,O,C,H",0.0323304,0.1516,0.306732,1.25328,3.21348
hMOF-1001054,5.25,4.25,0.399912,949.6,"V,O,C,H",0.0445453,0.234812,0.532817,2.36642,4.50218
hMOF-6001786,11.25,10.75,0.739381,3601.5,"V,O,C,H",0.00709488,0.0368388,0.0687657,0.352288,1.89488
hMOF-1000911,4.25,3.25,0.306365,104.1,"V,O,C,H",0.264358,1.03108,1.36748,1.93657,2.83696
hMOF-6003893,13.75,12.75,0.77698,2434.6,"V,O,C,N,H",0.0243271,0.105004,0.199168,1.06915,5.16446
hMOF-1001645,7.75,6.75,0.56378,765.6,"V,O,C,H,N",0.0676936,0.373278,0.73217,2.73125,4.97207
hMOF-6005116,3.75,2.25,0.100075,71.0,"V,O,C,N,H,F",0.16846,0.439537,0.500028,0.665622,0.933275
hMOF-1002566,4.25,3.25,0.302222,253.4,"V,O,C,H,F",0.411054,1.26495,1.7116,2.61254,3.72037
hMOF-6002462,5.75,4.75,0.425608,1391.6,"V,O,C,H",0.0216119,0.114202,0.216688,1.17091,3.71555
hMOF-6004146,10.75,9.75,0.71452,2592.7,"V,O,C,H",0.0271892,0.138374,0.314294,1.47712,5.29122
hMOF-1000611,11.25,10.75,0.768258,1857.8,"V,O,C,N,H",0.122083,0.627714,1.24905,4.35412,9.60405
hMOF-6003684,4.75,4.25,0.376984,862.9,"V,O,C,H,N",0.0182781,0.0891846,0.211301,0.873883,3.04425
hMOF-1000146,5.25,3.25,0.394333,501.0,"V,O,C,H,Br",0.237228,0.869004,1.12604,2.21496,3.4329
hMOF-1000733,14.25,13.25,0.782116,2640.0,"V,O,C,N,H",0.0154042,0.0789038,0.174581,0.882833,3.9
hMOF-1000665,6.25,5.75,0.714746,1512.8,"V,O,C,N,H,Br",0.0518261,0.252501,0.528807,2.33247,6.00459
hMOF-1000149,4.75,3.75,0.319318,381.9,"V,O,C,H,N",0.453379,1.12093,1.5402,2.21966,3.05254
hMOF-6003536,6.25,4.25,0.50741,1943.7,"V,O,C,H",0.0529183,0.270554,0.51204,1.95097,5.36547
hMOF-6002875,7.75,6.75,0.502751,1577.9,"V,O,C,H",0.0135469,0.0756368,0.148451,0.740375,3.80009
hMOF-6005007,8.75,7.75,0.741014,2851.8,"V,O,C,N,H",1.50247,2.87472,3.46063,5.2555,9.81851
hMOF-6004129,7.75,7.25,0.517772,701.0,"V,O,C,H,Br",0.0270792,0.132238,0.269356,1.39022,3.1518
hMOF-6002786,6.75,5.75,0.548519,1760.3,"V,O,C,H",0.0466746,0.227061,0.49299,2.30167,6.58843
hMOF-6003056,4.25,3.75,0.393361,605.1,"V,O,C,H,N",0.753138,1.79562,2.31076,3.49428,4.2584
hMOF-6002877,5.25,3.75,0.495976,2059.3,"V,O,C,H,N",0.0779851,0.41446,0.809994,2.60856,6.19587
hMOF-6002641,7.25,5.75,0.625156,3069.3,"V,O,C,H,N",0.0118807,0.0526145,0.108623,0.589367,3.32023
hMOF-6002081,8.25,7.25,0.512247,1336.7,"V,O,C,H,N",0.0251356,0.122536,0.255656,1.30879,5.47551
hMOF-1002571,4.25,3.25,0.339683,357.9,"V,O,C,H",1.54482,2.55959,2.94183,3.29399,3.38844
hMOF-1001045,5.75,4.75,0.428465,714.0,"V,O,C,H,Cl",0.389788,1.38937,1.76009,2.78439,3.19943
hMOF-1002346,10.25,9.25,0.751731,2401.2,"V,O,C,H",0.0250317,0.11795,0.225886,1.20533,5.74208
hMOF-1002939,4.25,3.25,0.456446,414.8,"V,O,C,H,Br",0.850762,1.55903,1.86876,2.7949,3.10045
hMOF-6003673,5.75,4.25,0.381492,845.0,"V,O,C,H,Cl",0.0650546,0.272408,0.492772,1.74374,3.44968
hMOF-6001783,5.75,4.75,0.589031,1871.3,"V,O,C,H",0.907493,1.78077,2.16001,3.7856,7.22595
hMOF-6000883,5.25,4.25,0.564226,1443.5,"V,O,C,H,F",0.0857403,0.428582,0.791339,2.9395,6.39546
hMOF-6000005,3.25,2.25,0.102499,0.0,"V,O,C,H,F",0.0,0.000132968,0.0,0.000930773,0.00159561
hMOF-1001362,7.75,7.25,0.705356,1741.8,"V,O,C,H",0.0798129,0.438461,0.792414,4.39829,9.65635
hMOF-6004353,5.75,3.75,0.450054,801.5,"V,O,C,N,H,F",0.44085,1.42922,1.89184,3.39224,4.88032
hMOF-6004789,7.75,6.75,0.554733,1482.7,"V,O,C,N,H",0.0236156,0.0965261,0.210324,1.11162,4.16369
hMOF-6002534,4.25,3.25,0.325215,316.7,"V,O,C,H",0.0239394,0.124929,0.25826,1.09868,3.01621
hMOF-1001270,7.75,7.25,0.61814,1433.8,"V,O,C,H,N",0.0357437,0.173612,0.349899,1.9535,5.66331
hMOF-1001421,6.25,5.75,0.587587,1323.4,"V,O,C,H,Br",0.0225268,0.144126,0.298135,1.42447,4.20561
hMOF-6000516,4.75,3.75,0.333245,703.5,"V,O,C",0.0110425,0.0486617,0.111548,0.48512,1.88789
hMOF-1000187,6.75,5.75,0.679566,1634.6,"V,O,C,H,Br",0.0415428,0.198202,0.401839,2.09073,5.87481
hMOF-1001176,5.75,4.75,0.587909,1334.1,"V,O,C,H",0.194344,0.906317,1.71772,4.35239,6.61141
hMOF-6002487,8.25,7.25,0.617931,2967.4,"V,O,C,N,H",0.101003,0.451597,0.805414,2.65371,5.80399
hMOF-6002844,7.75,7.25,0.527839,1413.8,"V,O,C,H,Br",0.0113215,0.0593571,0.118876,0.637078,3.07686
hMOF-1002681,3.75,2.25,0.113655,0.0,"V,O,C,H",0.497418,0.98942,1.1548,1.22729,1.26681
hMOF-1001385,5.75,4.75,0.493344,1605.2,"V,O,C,H,N",0.231345,1.10542,1.48901,2.80857,5.03448
hMOF-6000773,8.75,7.75,0.689932,2316.3,"V,O,C,H",0.0252529,0.130836,0.273645,1.38956,6.12861
hMOF-6004133,5.25,3.75,0.480112,1839.2,"V,O,C,H",0.439347,1.36852,1.91397,3.45168,6.30422
hMOF-1002901,3.75,3.25,0.421424,278.1,"V,O,C,H",2.08777,3.12486,3.42571,4.09014,4.8812
hMOF-1002721,4.25,2.25,0.289963,190.1,"V,O,C,H",1.41368,1.7537,1.7671,2.5049,2.82139
hMOF-1000588,8.25,7.25,0.704363,2021.7,"V,O,C,N,H",0.0271738,0.128133,0.267374,1.35175,7.55492
hMOF-6003631,6.75,3.75,0.510246,2024.6,"V,O,C,H",0.034848,0.209746,0.301468,1.45589,4.73506
hMOF-1002946,4.25,3.25,0.497264,907.2,"V,O,C,H",0.456337,1.7119,2.48684,4.19587,5.99358
hMOF-1001344,7.75,6.75,0.619428,1596.4,"V,O,C,H",0.0439951,0.219195,0.464422,2.42988,6.83356
hMOF-6003902,5.25,3.75,0.473045,619.3,"V,O,C,H,Br",0.207204,0.736298,1.07425,2.58153,3.67499
hMOF-6003421,9.75,8.25,0.685108,3028.2,"V,O,C,H,N",0.0223255,0.109551,0.201795,0.987513,4.29895
hMOF-1000214,4.75,3.75,0.563005,1954.2,"V,O,C,H",0.483613,1.37534,1.80496,3.54043,7.9732
hMOF-6002356,8.75,7.75,0.684861,1981.7,"V,O,C,H,Cl",0.0351002,0.151868,0.311427,1.56511,7.24743
hMOF-1000992,5.75,4.75,0.684387,1528.4,"V,O,C,H",0.488805,2.01988,2.86358,5.56587,7.22186
hMOF-6003560,5.75,3.75,0.53389,1982.1,"V,O,C,H",0.304244,1.03,1.50069,3.22573,5.82702
hMOF-6005126,11.25,7.25,0.733227,2253.2,"V,O,C,N,H",0.476266,1.09307,1.51481,3.0958,6.44701
hMOF-1000218,6.25,4.25,0.489306,1776.0,"V,O,C",0.00849724,0.0469094,0.0864855,0.434989,2.00744
hMOF-6000696,8.25,7.25,0.605157,2132.6,"V,O,C,H",0.133197,0.666444,1.04956,2.0181,4.98712
hMOF-6004685,5.25,3.75,0.515661,1258.2,"V,O,C,N,H",0.179692,0.871441,1.52157,4.06497,6.12601
hMOF-1002185,3.75,3.25,0.238898,49.4,"V,O,C",0.00786501,0.0332751,0.0744151,0.25289,1.04867
hMOF-1000228,7.25,5.75,0.663544,1994.3,"V,O,C,H,N",0.0639623,0.316016,0.58501,2.80407,7.39093
hMOF-1002430,7.75,7.25,0.657181,1631.2,"V,O,C,H,N",0.0523806,0.241927,0.530021,3.07403,7.76121
hMOF-6000589,4.25,3.25,0.390086,408.5,"V,O,C,H",2.41137,3.2228,3.44501,3.99656,4.49303
hMOF-6000722,11.75,10.75,0.769194,3026.6,"V,O,C,H,N",0.0147643,0.0656905,0.129883,0.660543,3.61448
hMOF-1000230,4.25,3.25,0.344763,247.6,"V,O,C,H",0.505598,1.93246,2.49476,3.55548,4.65502
hMOF-6003132,6.75,5.75,0.48383,1614.3,"V,O,C,H,N",0.0134507,0.0661688,0.110426,0.572523,3.03509
